"City","State_Abbrev","State","area_km2","Lat","Long","ID","Temp","Prec","tcc45km","imperv45km","year","Population","n.obs45km","unique_observers","Median_HH_Income","PovertyIndex","BA_Population","MedianHomeValue"
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2013,827797,0,0,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2014,841673,0,0,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2015,854950,3,3,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2016,866894,4,4,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2017,881694,28,11,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2018,890869,48,24,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2019,898553,131,40,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2020,906418,173,53,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2021,903184,116,60,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2022,908238,90,38,80268,92,329414,286025
"Columbus","OH","Ohio",570,39.961178,-82.998795,235,11.3451356887817,967,89140701,73966740,2023,913175,154,68,80268,92,329414,286025
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2010,1528283,0,0,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2011,1540466,1,1,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2012,1551824,0,0,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2013,1558313,0,0,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2014,1565460,4,3,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2015,1571065,2,2,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2016,1576051,7,6,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2017,1580601,16,10,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2018,1583592,45,23,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2019,1584064,98,39,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2020,1600684,189,78,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2021,1589623,229,100,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2022,1566836,238,112,85285,103,878518,319367
"Philadelphia","PA","Pennsylvania",348,39.952583,-75.165222,249,12.7495107650757,1141,252934612,127985949,2023,1550542,299,110,85285,103,878518,319367
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2010,806164,2,2,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2011,828459,0,0,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2012,854482,2,2,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2013,875003,4,2,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2014,901170,8,8,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2015,921114,12,9,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2016,939447,30,19,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2017,951553,74,42,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2018,962469,104,49,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2019,978908,137,51,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2020,965827,196,88,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2021,969608,153,85,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2022,975418,153,86,100078,76,475491,446287
"Austin","TX","Texas",829,30.267153,-97.743057,266,19.8988857269287,835,101232046,71747969,2023,979882,198,119,100078,76,475491,446287
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2010,1200350,0,0,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2011,1218282,1,1,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2012,1242115,2,2,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2013,1258835,2,2,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2014,1279098,4,3,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2015,1301329,3,3,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2016,1323916,19,12,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2017,1342479,47,23,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2018,1341802,54,28,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2019,1343573,73,37,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2020,1303212,197,73,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2021,1289705,154,68,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2022,1297358,150,75,84831,82,892843,337460
"Dallas","TX","Texas",880,32.776665,-96.796989,272,18.8535308837891,937,70594232,201117522,2023,1302868,213,97,84831,82,892843,337460
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2010,748441,0,0,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2011,764142,1,1,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2012,781046,0,0,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2013,796073,3,2,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2014,815057,8,6,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2015,835356,26,10,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2016,856177,76,31,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2017,874809,75,32,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2018,893216,121,33,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2019,909585,143,62,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2020,923602,252,85,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2021,937590,195,85,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2022,957103,183,89,82713,82,509515,301656
"Fort Worth","TX","Texas",900,32.755489,-97.330765,276,18.8480319976807,854,57898410,145391799,2023,978468,182,86,82713,82,509515,301656
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2010,1332299,0,0,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2011,1357120,0,0,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2012,1383075,0,0,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2013,1408339,0,0,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2014,1435456,2,2,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2015,1464043,3,3,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2016,1487843,4,4,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2017,1511154,10,9,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2018,1530016,42,20,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2019,1547253,87,35,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2020,1439257,136,65,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2021,1454003,145,64,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2022,1473325,138,74,73172,105,296930,253289
"San Antonio","TX","Texas",1292,29.424122,-98.493629,298,20.466646194458,784,76003026,82260152,2023,1495295,183,84,73172,105,296930,253289
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2010,610630,0,0,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2011,622694,0,0,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2012,635928,6,5,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2013,653588,9,6,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2014,670109,3,3,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2015,687386,1,1,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2016,709631,4,3,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2017,728661,11,10,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2018,742235,18,14,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2019,753675,34,22,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2020,740565,64,33,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2021,731757,97,46,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2022,749134,127,50,113955,66,738359,719853
"Seattle","WA","Washington",217,47.606209,-122.332069,318,10.9440937042236,1004,252987627,108764897,2023,755078,107,59,113955,66,738359,719853
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2010,594865,0,0,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2011,597086,0,0,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2012,598569,0,0,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2013,599916,1,1,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2014,600664,1,1,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2015,600477,2,2,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2016,596996,2,2,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2017,593725,6,4,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2018,591375,8,6,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2019,590157,17,12,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2020,577207,85,38,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2021,566557,144,34,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2022,563632,111,38,75022,100,274747,275252
"Milwaukee","WI","Wisconsin",249,43.038902,-87.906471,325,8.48986434936523,811,72391021,65827524,2023,561385,285,50,75022,100,274747,275252
